Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2025-03-21,593.84521484375,595.1299901540924,578.6069346961235,581.0669435562578,25015900
2025-03-24,616.3541259765625,620.0292464732079,609.7309821971656,612.4897693268488,15741300
2025-03-25,623.7841186523438,631.3235964913316,618.6748028391181,624.2323159812065,15312500
2025-03-26,608.515869140625,624.222287432859,604.1634984216441,622.3698034907068,12609800
2025-03-27,600.149658203125,611.7725730959737,597.6796193390965,599.5719804701281,10436500
2025-03-28,574.4138793945312,599.3230186538527,571.605245739065,597.8888240380612,17602800
2025-03-31,574.0354614257812,576.3660506926756,551.0684674021583,561.2273418254761,21124700
2025-04-01,583.6365356445312,587.5307390242879,567.70106709451,568.537705940541,12836600
2025-04-02,581.5748901367188,590.2696609066593,571.0475136953103,572.5912500878843,13470800
2025-04-03,529.4758911132812,550.3314393515183,528.1612075786397,544.016982785148,34777500
2025-04-04,502.6943664550781,515.9108358048159,492.2068365877987,504.5767280238223,38589800
2025-04-07,514.1679077148438,537.1946573822175,479.95643891438516,483.14354512484755,36606100
2025-04-08,508.3912658691406,545.2220987278512,500.83185110030036,541.0589647931961,28034200
2025-04-09,583.4075317382812,585.5189766353849,500.0849095170737,507.21603593950647,39216600
2025-04-10,544.0867919921875,578.9556064811119,533.1411243593333,573.1690406272908,28173500
2025-04-11,541.3777465820312,545.1923169106578,526.4581815568449,533.3502556297472,17642300
2025-04-14,529.3364868164062,555.5204964254532,526.1494412576809,553.926912857093,14130900
2025-04-15,519.4166870117188,535.7704467995947,515.41288054515,529.9639426413264,15558700
2025-04-16,500.28411865234375,511.2995098605443,493.6310672206579,506.4591254364096,18735100
2025-04-17,499.45745849609375,505.25396236597624,496.0014523688267,503.21224251554713,14593500
2025-04-21,482.705322265625,491.50966603004946,477.8649073178194,489.34840447960073,16166000
2025-04-22,498.2622985839844,504.8356859267328,484.3984265448332,489.886213659528,17399400
2025-04-23,518.171630859375,533.1808567980303,514.4367556161823,526.3983257879518,18173900
2025-04-24,530.999755859375,531.7467310045646,515.4128501808216,516.6378699664548,13910000
2025-04-25,545.0628051757812,547.6423253119987,534.0872308807745,544.5946691393716,17098900
2025-04-28,547.5227661132812,556.2374754096683,538.409706579595,553.3989944115831,15179000
2025-04-29,552.203857421875,554.3252716550422,541.9254723342877,543.7978948573555,11835000
2025-04-30,546.7858276367188,546.8854000110363,527.3644731031741,536.2286028212618,29244000
2025-05-01,569.9022216796875,590.5585647326062,568.1990964565776,589.6920784232152,31159000
2025-05-02,594.6122436523438,601.9027294588711,575.9976178073379,581.1069334308099,24739300
2025-05-05,596.8531494140625,600.7772617327329,585.6783683283057,588.8355666226496,13887700
2025-05-06,584.9413452148438,593.6262086030198,584.2143087960085,590.1403242884969,10600700
